0	0.375812
0.0634665	0.322438
0.126933	1.62881
0.1904	1.56086
0.253866	1.87435
0.317333	2.82325
0.380799	3.45527
0.444266	3.99351
0.507732	4.18085
0.571199	3.49919
0.634665	4.16563
0.698132	3.84755
0.761598	3.46637
0.825065	3.86313
0.888531	3.62666
0.951998	2.90194
1.01546	2.69748
1.07893	2.66475
1.1424	2.15993
1.20586	1.20408
1.26933	1.125
1.3328	0.659007
1.39626	0.138688
1.45973	0.337558
1.5232	0.135967
1.58666	-0.484392
1.65013	-0.0427534
1.7136	0.00187005
1.77706	0.40978
1.84053	-0.446607
1.904	-0.147146
1.96746	0.746759
2.03093	0.327763
2.0944	0.409476
2.15786	0.708771
2.22133	1.08675
2.28479	1.62353
2.34826	2.09575
2.41173	1.59874
2.47519	1.96533
2.53866	2.46231
2.60213	2.40843
2.66559	2.3082
2.72906	2.35183
2.79253	1.69887
2.85599	1.44012
2.91946	0.906023
2.98293	1.25791
3.04639	0.229506
3.10986	0.497405
3.17333	0.232816
3.23679	-0.514694
3.30026	-1.3445
3.36373	-0.765081
3.42719	-1.96512
3.49066	-1.67457
3.55413	-2.42989
3.61759	-1.94715
3.68106	-2.42168
3.74452	-2.63395
3.80799	-1.92986
3.87146	-2.0846
3.93492	-1.43796
3.99839	-1.23901
4.06186	-1.4433
4.12532	-0.666093
4.18879	-1.28634
4.25226	-0.169448
4.31572	-0.143413
4.37919	-0.480986
4.44266	-0.20401
4.50612	0.136467
4.56959	0.59572
4.63306	-0.335568
4.69652	-0.0117389
4.75999	-0.213215
4.82346	-0.355674
4.88692	-0.462159
4.95039	-1.15293
5.01385	-1.11305
5.07732	-1.69392
5.14079	-2.35117
5.20425	-2.72824
5.26772	-2.78495
5.33119	-3.49517
5.39465	-3.70122
5.45812	-4.10302
5.52159	-4.22069
5.58505	-3.62174
5.64852	-4.20942
5.71199	-4.29108
5.77545	-3.78525
5.83892	-3.3738
5.90239	-3.70548
5.96585	-2.94758
6.02932	-2.73539
6.09279	-2.32907
6.15625	-1.26942
6.21972	-1.05041
6.28319	0.247654
